id,prompt_style,fitness,train_Return_%,train_Sharpe,train_MaxDD_%,test_Return_%,test_Sharpe,test_MaxDD_%,code_path
14,aggressive,0.6896542139646759,0.0583451933288452,0.06313090206358306,-0.7562416704806507,-0.047851485443112324,-0.32587529612543714,-0.145861118658841,/root/autodl-tmp/outputs/day17_v13_cross_gld/gen01_codes/strat_014.py
15,aggressive,0.19429973050161764,0.017525283660856077,0.017677444684076157,-0.8318741247314243,-0.13720680984496722,-0.8377772438197612,-0.24150014392171348,/root/autodl-tmp/outputs/day17_v13_cross_gld/gen01_codes/strat_015.py
16,aggressive,0.0,0.0,,-0.0,0.0,,-0.0,/root/autodl-tmp/outputs/day17_v13_cross_gld/gen01_codes/strat_016.py
4,aggressive,-0.1707640252685669,-0.1707640252685669,-0.38214473298752555,-0.4556697381432606,-0.000647848815919133,-0.010260881643008323,-0.05467318057824633,/root/autodl-tmp/outputs/day17_v13_cross_gld/gen01_codes/strat_004.py
6,aggressive,-0.19450073349001468,-0.19450073349001468,-0.21926780352989902,-0.8440758013486316,0.0015028901672339999,0.012256101609067628,-0.09655513824883277,/root/autodl-tmp/outputs/day17_v13_cross_gld/gen01_codes/strat_006.py
2,aggressive,-0.20525360198972337,-0.20525360198972337,-0.39811843411653314,-0.6258360629980086,0.11899608085629006,0.7711964083500673,-0.10141896269744155,/root/autodl-tmp/outputs/day17_v13_cross_gld/gen01_codes/strat_002.py
3,aggressive,-0.2975500254058861,-0.2975500254058861,-0.6676535607207029,-0.503501210327717,-0.003809106140135555,-0.11207634786873022,-0.041216905939478465,/root/autodl-tmp/outputs/day17_v13_cross_gld/gen01_codes/strat_003.py
1,aggressive,-0.31350551322940734,-0.31350551322940734,-0.7333637345967846,-0.4925319764291225,0.0007514450836169999,0.012253410051864632,-0.04830125039543276,/root/autodl-tmp/outputs/day17_v13_cross_gld/gen01_codes/strat_001.py
5,aggressive,-0.31350551322940734,-0.31350551322940734,-0.7333637345967846,-0.4925319764291225,0.0007514450836169999,0.012253410051864632,-0.04830125039543276,/root/autodl-tmp/outputs/day17_v13_cross_gld/gen01_codes/strat_005.py
9,aggressive,-0.33180744888306074,-0.33180744888306074,-0.5293227986349105,-0.6363113355076444,0.21945588165281515,1.2212382086812688,-0.09585566187986228,/root/autodl-tmp/outputs/day17_v13_cross_gld/gen01_codes/strat_009.py
10,aggressive,-0.33180744888306074,-0.33180744888306074,-0.5293227986349105,-0.6363113355076444,0.21945588165281515,1.2212382086812688,-0.09585566187986228,/root/autodl-tmp/outputs/day17_v13_cross_gld/gen01_codes/strat_010.py
11,aggressive,-0.3703161148071231,-0.3703161148071231,-0.4207495378864099,-0.5608769950866677,0.033087126770013124,0.19086568744044646,-0.11488723496205777,/root/autodl-tmp/outputs/day17_v13_cross_gld/gen01_codes/strat_011.py
12,aggressive,-0.899344929809522,-0.899344929809522,-1.167618171450689,-0.9724400859750459,-0.12995514266978717,-0.5941656955950848,-0.27712399336415894,/root/autodl-tmp/outputs/day17_v13_cross_gld/gen01_codes/strat_012.py
20,aggressive,-0.899344929809522,-0.899344929809522,-1.167618171450689,-0.9724400859750459,-0.12995514266978717,-0.5941656955950848,-0.27712399336415894,/root/autodl-tmp/outputs/day17_v13_cross_gld/gen01_codes/strat_020.py
17,aggressive,-1.6687113790893053,-1.6687113790893053,-1.1315586640485515,-1.8136598333184262,-0.16525371002196335,-0.39010650439307726,-0.45910610739917646,/root/autodl-tmp/outputs/day17_v13_cross_gld/gen01_codes/strat_017.py
