date,open,high,low,close,volume
2010-01-04,3.7372007300,3.7945857700,3.6582963000,3.7156813400,29022067
2010-01-05,3.7156813400,3.8376245500,3.7085082100,3.8089320300,56823694
2010-01-06,3.8161051600,3.8663170700,3.7730663800,3.7945857700,55283769
2010-01-07,3.7945857700,3.9093558500,3.7156813400,3.7874126400,60127241
2010-01-08,3.8161051600,3.9667408900,3.7515469900,3.9021827200,81438774
2010-01-11,3.8950095900,4.0026065400,3.8591439400,3.9165289800,150390937
2010-01-12,3.8878364600,3.9308752400,3.8161051600,3.8878364600,56279772
2010-01-13,3.8017589000,3.9523946300,3.7658932500,3.8304514200,54025225
2010-01-14,3.8304514200,4.0312990600,3.8304514200,4.0169528000,160501328
2010-01-15,4.0671647100,4.0815109700,3.9452215000,3.9810871500,81631992
2010-01-18,3.9882602800,4.0743378400,3.8950095900,4.0026065400,80781734
2010-01-19,4.0169528000,4.0312990600,3.9237021100,3.9308752400,50761090
2010-01-20,3.9308752400,3.9523946300,3.6726425600,3.7156813400,66121429
2010-01-21,3.7085082100,3.7658932500,3.6726425600,3.7156813400,41566546
2010-01-22,3.6582963000,3.6869888200,3.5793918700,3.6654694300,35696210
2010-01-25,3.6726425600,3.7013350800,3.6152575200,3.6224306500,16994655
2010-01-26,3.6511231700,3.6511231700,3.4789680500,3.5004874400,24496534
2010-01-27,3.4933143100,3.5506993500,3.4574486600,3.4861411800,17374097
2010-01-28,3.4861411800,3.5363530900,3.4574486600,3.5076605700,16050971
2010-01-29,3.4933143100,3.5220068300,3.4359292700,3.4646217900,32185959
2010-02-01,3.4717949200,3.4717949200,3.2422547600,3.2852935400,31846655
2010-02-02,3.3139860600,3.3498517100,3.2924666700,3.2996398000,22286291
2010-02-03,3.3068129300,3.3355054500,3.1561772000,3.3283323200,30674470
2010-02-04,3.3068129300,3.3713711000,3.2709472800,3.3283323200,27536600
2010-02-05,3.2637741500,3.2996398000,3.2063891100,3.2566010200,23762201
2010-02-08,3.2494278900,3.3068129300,3.2279085000,3.2709472800,14157574
2010-02-09,3.2781204100,3.6009112600,3.2494278900,3.4574486600,66105519
2010-02-10,3.4215830100,3.4861411800,3.3857173600,3.4646217900,20539847
2010-02-11,3.4717949200,3.6009112600,3.4215830100,3.4287561400,23895985
2010-02-12,3.4215830100,3.4717949200,3.4000636200,3.4359292700,28479302
2010-02-22,3.4144098800,3.4574486600,3.4000636200,3.4215830100,15001380
2010-02-23,3.4215830100,3.4287561400,3.3139860600,3.3928904900,18286462
2010-02-24,3.3641979700,3.4574486600,3.3498517100,3.4574486600,20202449
2010-02-25,3.4646217900,3.5506993500,3.4502755300,3.5148337000,31774159
2010-02-26,3.5004874400,3.5363530900,3.4789680500,3.5004874400,20999245
2010-03-01,3.5076605700,3.5650456100,3.4789680500,3.5435262200,29559431
2010-03-02,3.5435262200,3.6080843900,3.5004874400,3.5937381300,36321421
2010-03-03,3.5793918700,3.6152575200,3.5578724800,3.5865650000,33996471
2010-03-04,3.5865650000,3.6224306500,3.4215830100,3.4287561400,39072282
2010-03-05,3.4502755300,3.5793918700,3.4144098800,3.5291799600,37368629
2010-03-08,3.5076605700,3.5578724800,3.5004874400,3.5148337000,24490967
2010-03-09,3.5148337000,3.5148337000,3.4502755300,3.4933143100,20145610
2010-03-10,3.4933143100,3.5220068300,3.3785442300,3.4215830100,25262921
2010-03-11,3.4215830100,3.4431024000,3.3570248400,3.3928904900,19176772
2010-03-12,3.3785442300,3.4072367500,3.3355054500,3.3426785800,16725383
2010-03-15,3.3426785800,3.3570248400,3.2852935400,3.3068129300,13689717
2010-03-16,3.3283323200,3.4072367500,3.3211591900,3.3857173600,17920180
2010-03-17,3.3928904900,3.4717949200,3.3641979700,3.4574486600,23338776
2010-03-18,3.4646217900,3.5722187400,3.4431024000,3.4933143100,38873649
2010-03-19,3.5004874400,3.5004874400,3.4431024000,3.4861411800,21431104
2010-03-22,3.4861411800,3.5865650000,3.4646217900,3.5506993500,43340373
2010-03-23,3.5506993500,3.5506993500,3.4717949200,3.4861411800,26286609
2010-03-24,3.4717949200,3.5148337000,3.4646217900,3.4789680500,18621920
2010-03-25,3.4646217900,3.4789680500,3.3785442300,3.4000636200,18861230
2010-03-26,3.3928904900,3.4646217900,3.3785442300,3.4431024000,13038460
2010-03-29,3.4431024000,3.4933143100,3.4359292700,3.4646217900,19639982
2010-03-30,3.4646217900,3.5004874400,3.4646217900,3.4789680500,16420387
2010-03-31,3.4789680500,3.4789680500,3.4789680500,3.4789680500,0
2010-04-01,3.4933143100,3.6224306500,3.4789680500,3.5578724800,58292256
2010-04-02,3.5578724800,3.6798156900,3.5220068300,3.6224306500,62459344
2010-04-06,3.6224306500,3.6439500400,3.5578724800,3.6009112600,35505527
2010-04-07,3.6080843900,3.6726425600,3.5793918700,3.6152575200,29791474
2010-04-08,3.6009112600,3.6152575200,3.5435262200,3.5722187400,30450603
2010-04-09,3.5937381300,3.7443738600,3.5937381300,3.7013350800,65211805
2010-04-12,3.6941619500,3.7013350800,3.6439500400,3.6798156900,35708644
2010-04-13,3.6869888200,3.7156813400,3.5220068300,3.5937381300,42278179
2010-04-14,3.6224306500,3.6726425600,3.5722187400,3.6224306500,29381143
2010-04-15,3.6224306500,3.6224306500,3.5291799600,3.5578724800,32286796
2010-04-16,3.5506993500,3.6009112600,3.5148337000,3.5650456100,21670174
2010-04-19,3.5435262200,3.5650456100,3.3713711000,3.3713711000,34261338
2010-04-20,3.3713711000,3.4431024000,3.3283323200,3.4072367500,24571953
2010-04-21,3.4215830100,3.5004874400,3.3857173600,3.5004874400,30989104
2010-04-22,3.4789680500,3.5435262200,3.4287561400,3.4789680500,31681708
2010-04-23,3.4789680500,3.5076605700,3.3785442300,3.3928904900,22656642
2010-04-26,3.3928904900,3.4502755300,3.3785442300,3.4072367500,16424890
2010-04-27,3.4072367500,3.4144098800,3.2422547600,3.2924666700,24302270
2010-04-28,3.2494278900,3.3211591900,3.2350816300,3.2781204100,12233779
2010-04-29,3.2637741500,3.3283323200,3.1561772000,3.1561772000,23051696
2010-04-30,3.1561772000,3.1705234600,2.9983683400,3.0700996400,18563006
2010-05-04,2.9840220800,3.0700996400,2.9768489500,3.0342339900,9419866
2010-05-05,3.0342339900,3.1131384200,2.9911952100,3.1059652900,14418955
2010-05-06,3.0916190300,3.0987921600,2.9840220800,2.9840220800,14302480
2010-05-07,2.9409833000,2.9840220800,2.8907713900,2.9194639100,12911748
2010-05-10,2.9194639100,2.9553295600,2.8692520000,2.9338101700,11253678
2010-05-11,2.9768489500,2.9911952100,2.8620788700,2.8764251300,15348512
2010-05-12,2.8620788700,2.9051176500,2.8190400900,2.8620788700,11514939
2010-05-13,2.8692520000,2.9051176500,2.8190400900,2.9051176500,12691507
2010-05-14,2.8764251300,2.9266370400,2.8692520000,2.9051176500,11144118
2010-05-17,2.8692520000,2.8764251300,2.6684043600,2.6684043600,16848963
2010-05-18,2.6684043600,2.7616550500,2.5177686300,2.7616550500,20107901
2010-05-19,2.7114431400,2.7329625300,2.6468849700,2.7042700100,13889185
2010-05-20,2.6684043600,2.7042700100,2.5823268000,2.6540581000,14137741
2010-05-21,2.6540581000,2.6540581000,2.6540581000,2.6540581000,0
2010-05-24,2.7042700100,2.7903475700,2.6827506200,2.7760013100,26018793
2010-05-25,2.7473087900,2.7831744400,2.7257894000,2.7544819200,16200341
2010-05-26,2.7401356600,2.8477326100,2.7186162700,2.8262132200,27117399
2010-05-27,2.7975207000,2.9194639100,2.7831744400,2.9051176500,36319462
2010-05-28,2.9194639100,2.9266370400,2.8333863500,2.8477326100,26566279
2010-05-31,2.8333863500,2.8405594800,2.7257894000,2.7544819200,17036288
2010-06-01,2.7257894000,2.8333863500,2.6612312300,2.6899237500,21428416
2010-06-02,2.6827506200,2.7329625300,2.6397118400,2.7114431400,15994810
2010-06-03,2.7186162700,2.7473087900,2.6755774900,2.7186162700,19997882
2010-06-04,2.7042700100,2.7257894000,2.6540581000,2.7114431400,18091325
2010-06-07,2.6540581000,2.7831744400,2.6038461900,2.7329625300,26562500
2010-06-08,2.6970968800,2.7544819200,2.5177686300,2.6110193200,45386711
2010-06-09,2.5751536700,2.7831744400,2.5464611500,2.7831744400,54130846
2010-06-10,2.5392880200,2.6468849700,2.5034223700,2.5034223700,882707072
2010-06-11,2.3671329000,2.4460373300,2.3025747300,2.3671329000,488161128
2010-06-17,2.3743060300,2.3886522900,2.3097478600,2.3169209900,155075533
2010-06-18,2.3025747300,2.3097478600,2.1662852600,2.1878046500,182672665
2010-06-21,2.2021509100,2.2236703000,2.1591121300,2.2164971700,158451604
2010-06-22,2.2093240400,2.3240941200,2.1878046500,2.2882284700,220409916
2010-06-23,2.2451896900,2.3025747300,2.2380165600,2.2595359500,152240346
