date,open,high,low,close,volume
2010-01-04,18.1313575000,18.1640325000,17.5889525000,17.6085575000,29364012
2010-01-05,17.6543025000,18.0366000000,17.2556675000,17.8307475000,36015762
2010-01-06,17.7752000000,17.9385750000,17.4157750000,17.4517175000,33204602
2010-01-07,17.4484500000,17.5824175000,16.9485225000,17.1282350000,36541819
2010-01-08,17.1282350000,17.1282350000,16.7622750000,17.0269425000,32302182
2010-01-11,17.8078750000,17.9385750000,16.9746625000,17.1118975000,50140045
2010-01-12,16.9910000000,17.3177500000,16.7001925000,17.2720050000,37824995
2010-01-13,16.8929750000,16.9910000000,16.4257225000,16.4420600000,58478457
2010-01-14,16.5989000000,16.8276250000,16.3048250000,16.6577150000,36926384
2010-01-15,16.6642500000,16.7786125000,16.3701750000,16.6903900000,25819286
2010-01-18,16.5890975000,16.5890975000,16.3178950000,16.4453275000,41756126
2010-01-19,16.4257225000,16.7622750000,16.4224550000,16.5270150000,34086344
2010-01-20,16.5662250000,16.6087025000,15.9715400000,15.9976800000,39586583
2010-01-21,16.0434250000,16.4682000000,15.9813425000,16.3146275000,30793657
2010-01-22,16.0107500000,16.5498875000,15.8473750000,16.3276975000,43798322
2010-01-25,16.1414500000,16.5596900000,16.0826350000,16.2558125000,22515220
2010-01-26,16.2656150000,16.3342325000,15.8473750000,15.8931200000,22919241
2010-01-27,15.9486675000,16.0074825000,15.5206250000,15.5565675000,24137878
2010-01-28,15.5761725000,15.5957775000,15.1742700000,15.2886325000,31026483
2010-01-29,15.2592250000,15.5173575000,15.0305000000,15.1840725000,30866175
2010-02-01,15.3441800000,15.6774650000,15.2167475000,15.6349875000,53318936
2010-02-02,15.6840000000,16.1512525000,15.4716125000,15.5042875000,37989479
2010-02-03,15.6023125000,16.2884875000,15.4879500000,16.2819525000,54863358
2010-02-04,16.0761000000,16.2754175000,15.9650050000,16.1087750000,26613181
2010-02-05,15.7689550000,15.8963875000,15.6840000000,15.7068725000,23861429
2010-02-08,15.6938025000,15.9094575000,15.5565675000,15.7134075000,17571005
2010-02-09,15.7624200000,16.0434250000,15.6840000000,15.9225275000,18502701
2010-02-10,16.0761000000,16.3701750000,16.0761000000,16.3440350000,31677455
2010-02-11,16.3309650000,16.4845375000,16.2460100000,16.3048250000,17018756
2010-02-12,16.4028500000,16.4649325000,16.2950225000,16.3636400000,15650370
2010-02-22,16.3342325000,16.3342325000,16.0270875000,16.0368900000,19112190
2010-02-23,15.6480575000,15.6480575000,14.4325475000,14.6122600000,163390810
2010-02-24,14.4423500000,14.6318650000,14.3770000000,14.5763175000,67223886
2010-02-25,14.6547375000,14.8899975000,14.6155275000,14.7756350000,61458659
2010-02-26,14.7200875000,14.8867300000,14.6482025000,14.7102850000,48719160
2010-03-01,15.0239650000,15.3180400000,14.8050425000,15.2592250000,56701376
2010-03-02,15.2592250000,15.3507150000,15.1317925000,15.2200150000,33599279
2010-03-03,15.2363525000,15.2919000000,15.0108950000,15.1677350000,26000387
